# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20120101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(j),1664,1552,1351,00:03:18,29.71,13:13:56
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_07_(b),1648,1375,1037,00:04:44,9.31,95:57:46
/Science:Math_Exam_Resources/Courses/MATH215/December_2011,1644,997,603,00:00:56,13.15,51:10:49
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_02_(b),1628,1471,1110,00:04:53,17.70,48:59:41
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_1_(a),1620,1327,973,00:03:16,20.25,56:29:49
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_12_(c),1608,1379,945,00:04:25,11.40,46:17:52
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_1_(b),1608,1383,1142,00:03:37,15.92,74:08:30
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_05_(b),1584,1387,985,00:06:08,12.28,83:52:14
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_2,1584,1335,1069,00:04:33,28.29,16:20:33
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(m),1580,1443,1226,00:02:59,24.69,16:36:17
/Science:Math_Exam_Resources/Courses/MATH220/April_2011,1576,796,494,00:00:38,16.42,26:53:56
/Science:Math_Exam_Resources/Courses/MATH257/December_2011,1564,921,591,00:00:40,9.25,20:40:59
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_06_(a),1548,1383,1017,00:04:47,20.37,60:53:21
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_3,1548,1295,1009,00:05:37,17.59,27:31:07
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_02_(c),1540,1323,961,00:04:05,16.04,63:23:51
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_1_(b),1532,1154,852,00:03:09,17.41,57:13:39
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_06_(b),1516,1379,961,00:07:28,21.06,40:47:16
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_04_(a),1508,1347,993,00:05:19,14.93,70:34:53
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_3_(a),1508,909,643,00:03:13,8.72,79:04:27
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_6,1504,1299,981,00:06:12,15.67,31:14:15
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_12_(b),1500,1218,864,00:03:22,14.29,90:33:36
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_03_(c),1467,1371,1029,00:04:21,36.68,15:49:39
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_1_(b),1463,1118,872,00:04:50,9.32,60:43:22
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_05_(a),1455,1258,925,00:07:47,14.41,61:03:52
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_03_(b),1431,1319,965,00:02:49,44.72,20:25:03
/Science:Math_Exam_Resources/Courses/MATH110/December_2010,1427,905,527,00:00:56,10.42,47:47:31
